"code_sandre";"code_cas";"libelle";"statut";"usage_principal";"nqecma";"nqema";"pnec";"dt50";"koc";"gus";"classification";"rgsiris2018";"solubilite_mgl";"hydrolyseph7";"du_2015";"du_2017";"usage_agricole";"source";"maj";"substance_id"
"1805";"16655-82-6";"3-hydroxy-carbofuran";"";Métabolites;0.0;0.0;"0.02";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";51
"2942";"16709-30-1";"3-Ketocarbofuran";"";Métabolites;0.0;0.0;"0.02";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";52
"6813";"3739-38-6";"3-Phenoxybenzoic acid";"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";53
"6811";"36315-01-2";"4,6-Dimethoxypyrimidin-2-amine";"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";54
"6819";"491-36-1";"4-Hydroxyquinazoline";"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";55
"1932";"99-88-7";"4-Isopropylaniline";"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";56
"2007";"71751-41-2";Abamectin;"";Insecticides;0.0;0.0;"0.0163";"";"";"";T, T+, CMR;"53";"1.21";TS;"0.018533";"0.013178192";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";57
"5578";"65195-55-3";abamectine B1a;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";58
"1100";"30560-19-1";Acéphate;non autorisé;Insecticides;0.0;0.0;"";"";"";"1.76485721";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";59
"5579";"135410-20-7";Acetamiprid;"";Insecticides;0.0;0.0;"0.5";"";"";"0.942168543";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";60
"0";"631-61-8";acetate d'ammonium;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";61
"1903";"34256-82-1";Acétochlore;"";Herbicides;0.0;0.0;"0.013";"13";"203";"1.885353537";N Organique;"";"";"";"";"";Maïs prélevée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";62
"5581";"135158-54-2";Acibenzolar-S-Methyl;"";Fongicides;0.0;0.0;"4";"";"";"0.850322516";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";63
"6812";"36701-89-0";Acide 2-(3'-trifluoromethyl) phenoxy nicotinique;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";64
"5367";"74-11-3";Acide 4 chlorobenzoïque;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";65
"5575";"122-88-3";acide 4-chlorophénoxyacétique;non autorisé;Régulateurs de croissance;0.0;0.0;"0.58";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";66
"3151";"64-19-7";Acide acétique;"";Herbicides;0.0;0.0;"";"";"";-2.51334814;"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";67
"6942";"1928-43-4";Acide acetique, 2 (2,4-dichlorophenoxy)-, 2-ethylhexyl ester;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";68
"3309";"65-85-0";Acide benzoique;"";Fongicides;0.0;0.0;"";"";"";"1.119791879";T, T+, CMR;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";69
"5582";"87-51-4";Acide beta indolacetique;"";Régulateurs de croissance;0.0;0.0;"23.29749958";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";70
"0";"2650-18-2";acide blue 9;"";Colorant;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";71
"1481";"79-43-6";Acide dichloroacétique;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";72
"5616";"18467-77-1";Acide diprogulique;"";Régulateurs de croissance;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";73
"6383";"594-45-6";Acide éthane sulfonique;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";74
"5583";"133-32-4";Acide indolyl butyrique;"";Régulateurs de croissance;0.0;0.0;"1120";"";"";"";T, T+, CMR;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";75
"6435";"72748-35-7";Acide lambda cyalothric;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";76
"0";"6915-15-7";acide malique;"";Autres biocides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";77
"5867";"124-58-3";Acide methylarsonique;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";78
"5585";"120-23-0";Acide naphthyloxyacetique;"";Régulateurs de croissance;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";79
"5584";"86-87-3";Acide naphtylacetique;non autorisé;Régulateurs de croissance;0.0;0.0;"510";"40";"385";"2.266176771";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";80
"7725";"112-05-0";acide nonanoique;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";81
"6382";"500-72-1";Acide oxanilique;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";82
"2995";"57-10-3";Acide palmitique;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";83
"0";"79-21-0";acide peracetique;"";Autres biocides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";84
"0";"10294-56-1";acide phosphoreux;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";85
"5878";"7664-38-2";Acide phosphorique;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";86
"3152";"79-09-4";Acide propionique;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";87
"0";"110-44-1";acide sorbique;"";Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";88
"0";"5329-14-6";acide sulfamique;"";Autres biocides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";89
"1546";"76-03-9";Acide trichloroacétique;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";90
"1970";"50594-66-6";acifluorfen;non autorisé;Herbicides;0.0;0.0;"";"";"";"3.372834755";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";91
"1688";"74070-46-5";Aclonifène;"";Herbicides;0.0;0.0;"0.12";"80";"7126";"0.28004765";N Organique;"19";"1.4";TS;"1.956904";"1.788593732";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";92
"1310";"101007-06-1";Acrinathrine;non autorisé;Insecticides;0.0;0.0;"0.0087";"";"";-2.226183807;N Organique;"50";"0.01";stable;"0.061415";"0.027391909";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";93
"5881";"107-02-8";Acroleine;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";94
"1101";"15972-60-8";Alachlore;non autorisé;Herbicides;0.7;0.3;"0.25";"";"";"2.185182859";"";"";"";"";"";"";Maïs prélevée;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";95
"3311";"100-51-6";Alcool benzylique;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";96
"1102";"116-06-3";Aldicarbe;non autorisé;Insecticides;0.0;0.0;"";"";"";"4.218500146";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";97
"1807";"1646-88-4";Aldicarbe sulfoné;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";98
"1806";"1646-87-3";Aldicarbe sulfoxyde;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";99
"1103";"309-00-2";Aldrine;non autorisé;Insecticides;0.0;0.01;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";100
"5586";"55635-13-7";Alloxydim-sodium;"";Herbicides;0.0;0.0;"";"";"";"2.666201463";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";101
"1812";"67375-30-8";Alpha-cyperméthrine;"";Insecticides;0.0;0.0;"0.015";"";"";-1.177500188;T, T+, CMR;"45";"0.00397";TS;"0.027814";"0.024859173";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";102
"5587";"86-86-2";alpha-Naphthylacetamide;"";Régulateurs de croissance;0.0;0.0;"740";"";"";"";N Organique;"";"";"";"0.00708";"0.00708";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";103
"1104";"834-12-8";Amétryne;non autorisé;Herbicides;0.0;0.0;"";"";"";"2.352793304";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";104
"5697";"919-76-6";Amidithion;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";105
"2012";"120923-37-7";Amidosulfuron;"";Herbicides;0.0;0.0;"0.92";"21";"36";"3.231103984";N Organique;"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";106
"5523";"2032-59-9";Aminocarbe;"";Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";107
"7580";"150114-71-9";Aminopyralid;"";Herbicides;0.0;0.0;"10";"35";"8";"4.781839787";N Organique;"";"";"";"0.041673";"0.042293529";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";108
"1105";"61-82-5";Aminotriazole;"";Herbicides;0.0;0.08;"0.08";"18";"91";"2.561959224";T, T+, CMR;"";"";"";"3.481559";"3.438127955";désherbant EAJ, cultures fruitières et généraux;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";109
"1308";"33089-61-1";Amitraze;non autorisé;Insecticides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";110
"0";"68424-95-3";ammonium quaternaire;"";Autres biocides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";111
"1907";"1066-51-9";AMPA;"";Métabolites;0.0;452.0;"452";"";"";"";"";"";"";"";"";"";SA mère : Glyphosate (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";112
"5588";"16606-64-7";Ampropylfos;non autorisé;Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";113
"5589";"12771-68-5";Ancymidole;non autorisé;Régulateurs de croissance;0.0;0.0;"";"";"";"2.447354066";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";114
"5590";"101-05-3";Anilazine;non autorisé;Fongicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";115
"2605";"62-53-3";Aniline;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";116
"6594";"64249-01-0";Anilofos;non autorisé;Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";117
"2013";"84-65-1";Anthraquinone;non autorisé;Antiparasitaire;0.0;0.0;"";"";"";"0.445059925";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";118
"6167";"140-57-8";Aramite;"";Acaricides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";119
"1965";"3337-71-1";asulame;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";120
"5592";"2302-17-2";Asulam-sodium;non autorisé;Herbicides;0.0;0.0;"";"18";"25";"3.266294364";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";121
"5698";"1610-17-9";Atraton;"";Herbicides;0.0;0.0;"";"";"";"";"";"";"";"";"";"";"";Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";122
"1107";"1912-24-9";Atrazine;non autorisé;Herbicides;2.0;0.6;"0.6";"";"";"2.924795996";"";"";"";"";"";"";interdit en France;Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";123
"3159";"19988-24-0";Atrazine 2-hydroxy-desethyl;"";Métabolites;0.0;0.0;"";"";"";"";"";"";"";"";"";"";SA mère : Atrazine (herbicide);Traitement OEB -  Sources : Sandre, AELB, Draaf, Dreal;"2020-10-12";124
